Problem,ms,stepcount,lvl0ccMax,lvl0ccMin,lvl2isolated,lvl1ccMin,lvl0isolated,lvl0order,lvl3size,lvl1isolated,lvl1size,lvl2order,lvl3order,lvl0size,lvl2ccMax,lvl1ccCount,lvl1ccMax,lvl2ccMin,lvl2ccCount,lvl3ccCount,lvl3isolated,lvl1order,lvl3ccMin,lvl2size,lvl3ccMax,lvl0ccCount
freecell-9-1,2617,52,53,2,0,2,0,425,1683,0,2421,694,300,318,422,168,169,2,137,173,172,503,1,20580,128,187
freecell-9-2,537,49,57,2,0,2,0,423,2049,0,1857,639,295,303,385,155,178,2,128,171,170,486,1,14269,125,184
freecell-9-3,937,48,60,2,0,2,0,424,1402,0,2324,665,287,311,419,160,181,2,124,171,170,499,1,16285,117,183
freecell-9-4,3227,97,65,2,0,2,0,425,1255,0,2135,635,283,334,367,163,175,2,135,172,171,499,1,12223,112,181
freecell-9-5,3317,228,74,2,0,2,0,426,1331,0,2519,672,290,332,414,159,194,2,130,173,172,510,1,16579,118,177
log-x-1,1410,27,7,2,0,2,0,62,30,0,1446,132,36,66,42,26,42,2,26,26,24,132,1,1446,6,26
log-x-2,8220,32,11,2,0,2,0,114,180,0,20775,510,75,255,110,39,110,2,39,39,35,510,1,20775,10,39
log-x-3,753500,56,15,2,0,2,0,190,364,0,78381,970,121,485,210,69,210,2,69,69,65,970,1,78381,14,69
log-x-4,310,59,14,2,0,2,0,234,390,0,73077,1074,147,537,182,87,182,2,87,87,82,1074,1,73077,13,87
logistics-10-0,73940,46,5,2,0,2,0,53,6,0,178,68,28,34,20,25,20,2,25,25,24,68,1,178,4,25
logistics-10-1,2930,42,5,2,0,2,0,53,6,0,178,68,28,34,20,25,20,2,25,25,24,68,1,178,4,25
logistics-11-0,240,51,2,2,0,2,0,48,0,0,24,48,24,24,2,24,2,2,24,24,24,48,1,24,1,24
logistics-11-1,250,63,5,2,0,2,0,53,6,0,178,68,28,34,20,25,20,2,25,25,24,68,1,178,4,25
logistics-12-0,240,43,5,2,0,2,0,53,6,0,178,68,28,34,20,25,20,2,25,25,24,68,1,178,4,25
logistics-12-1,250,74,5,2,0,2,0,53,6,0,178,68,28,34,20,25,20,2,25,25,24,68,1,178,4,25
logistics-13-0,270,83,6,2,0,2,0,72,20,0,740,120,40,60,30,32,30,2,32,32,30,120,1,740,5,32
logistics-13-1,250,66,6,2,0,2,0,72,20,0,740,120,40,60,30,32,30,2,32,32,30,120,1,740,5,32
logistics-14-0,260,58,6,2,0,2,0,72,20,0,740,120,40,60,30,32,30,2,32,32,30,120,1,740,5,32
logistics-14-1,250,76,6,2,0,2,0,72,20,0,740,120,40,60,30,32,30,2,32,32,30,120,1,740,5,32
logistics-15-0,260,82,6,2,0,2,0,72,20,0,740,120,40,60,30,32,30,2,32,32,30,120,1,740,5,32
logistics-15-1,260,71,6,2,0,2,0,72,20,0,740,120,40,60,30,32,30,2,32,32,30,120,1,740,5,32
logistics-16-0,104,90,7,2,0,2,0,86,30,0,1458,156,48,78,42,38,42,2,38,38,36,156,1,1458,6,38
logistics-16-1,84,85,7,2,0,2,0,86,30,0,1458,156,48,78,42,38,42,2,38,38,36,156,1,1458,6,38
logistics-17-0,94,96,7,2,0,2,0,86,30,0,1458,156,48,78,42,38,42,2,38,38,36,156,1,1458,6,38
logistics-17-1,94,97,7,2,0,2,0,86,30,0,1458,156,48,78,42,38,42,2,38,38,36,156,1,1458,6,38
logistics-18-0,94,120,7,2,0,2,0,86,30,0,1458,156,48,78,42,38,42,2,38,38,36,156,1,1458,6,38
logistics-18-1,84,81,7,2,0,2,0,86,30,0,1458,156,48,78,42,38,42,2,38,38,36,156,1,1458,6,38
logistics-19-0,94,103,8,2,0,2,0,100,42,0,2618,196,56,98,56,44,56,2,44,44,42,196,1,2618,7,44
logistics-19-1,94,93,8,2,0,2,0,100,42,0,2618,196,56,98,56,44,56,2,44,44,42,196,1,2618,7,44
logistics-20-0,104,111,8,2,0,2,0,100,42,0,2618,196,56,98,56,44,56,2,44,44,42,196,1,2618,7,44
logistics-20-1,94,106,8,2,0,2,0,100,42,0,2618,196,56,98,56,44,56,2,44,44,42,196,1,2618,7,44
logistics-21-0,94,116,8,2,0,2,0,100,42,0,2618,196,56,98,56,44,56,2,44,44,42,196,1,2618,7,44
logistics-21-1,194,104,8,2,0,2,0,100,42,0,2618,196,56,98,56,44,56,2,44,44,42,196,1,2618,7,44
logistics-22-0,94,116,9,2,0,2,0,114,56,0,4376,240,64,120,72,50,72,2,50,50,48,240,1,4376,8,50
logistics-22-1,104,114,9,2,0,2,0,114,56,0,4376,240,64,120,72,50,72,2,50,50,48,240,1,4376,8,50
logistics-23-0,104,119,9,2,0,2,0,114,56,0,4376,240,64,120,72,50,72,2,50,50,48,240,1,4376,8,50
logistics-23-1,94,104,9,2,0,2,0,114,56,0,4376,240,64,120,72,50,72,2,50,50,48,240,1,4376,8,50
logistics-24-0,104,136,9,2,0,2,0,114,56,0,4376,240,64,120,72,50,72,2,50,50,48,240,1,4376,8,50
logistics-24-1,104,146,9,2,0,2,0,114,56,0,4376,240,64,120,72,50,72,2,50,50,48,240,1,4376,8,50
logistics-25-0,114,152,10,2,0,2,0,138,108,0,10341,378,81,189,90,57,90,2,57,57,54,378,1,10341,9,57
logistics-25-1,114,154,10,2,0,2,0,138,108,0,10341,378,81,189,90,57,90,2,57,57,54,378,1,10341,9,57
logistics-26-0,104,141,10,2,0,2,0,138,108,0,10341,378,81,189,90,57,90,2,57,57,54,378,1,10341,9,57
logistics-26-1,104,162,10,2,0,2,0,138,108,0,10341,378,81,189,90,57,90,2,57,57,54,378,1,10341,9,57
logistics-27-0,104,149,10,2,0,2,0,138,108,0,10341,378,81,189,90,57,90,2,57,57,54,378,1,10341,9,57
logistics-27-1,114,142,10,2,0,2,0,138,108,0,10341,378,81,189,90,57,90,2,57,57,54,378,1,10341,9,57
logistics-28-0,114,176,11,2,0,2,0,153,135,0,15615,450,90,225,110,63,110,2,63,63,60,450,1,15615,10,63
logistics-28-1,114,161,11,2,0,2,0,153,135,0,15615,450,90,225,110,63,110,2,63,63,60,450,1,15615,10,63
logistics-29-0,124,192,11,2,0,2,0,153,135,0,15615,450,90,225,110,63,110,2,63,63,60,450,1,15615,10,63
logistics-29-1,114,160,11,2,0,2,0,153,135,0,15615,450,90,225,110,63,110,2,63,63,60,450,1,15615,10,63
logistics-30-0,234,183,11,2,0,2,0,153,135,0,15615,450,90,225,110,63,110,2,63,63,60,450,1,15615,10,63
logistics-30-1,124,193,11,2,0,2,0,153,135,0,15615,450,90,225,110,63,110,2,63,63,60,450,1,15615,10,63
logistics-31-0,124,190,12,2,0,2,0,168,165,0,22704,528,99,264,132,69,132,2,69,69,66,528,1,22704,11,69
logistics-31-1,134,186,12,2,0,2,0,168,165,0,22704,528,99,264,132,69,132,2,69,69,66,528,1,22704,11,69
logistics-32-0,124,190,12,2,0,2,0,168,165,0,22704,528,99,264,132,69,132,2,69,69,66,528,1,22704,11,69
logistics-32-1,134,195,12,2,0,2,0,168,165,0,22704,528,99,264,132,69,132,2,69,69,66,528,1,22704,11,69
logistics-33-0,124,195,12,2,0,2,0,168,165,0,22704,528,99,264,132,69,132,2,69,69,66,528,1,22704,11,69
logistics-33-1,134,209,12,2,0,2,0,168,165,0,22704,528,99,264,132,69,132,2,69,69,66,528,1,22704,11,69
logistics-34-0,134,210,13,2,0,2,0,183,198,0,31986,612,108,306,156,75,156,2,75,75,72,612,1,31986,12,75
logistics-34-1,134,202,13,2,0,2,0,183,198,0,31986,612,108,306,156,75,156,2,75,75,72,612,1,31986,12,75
logistics-35-0,134,186,13,2,0,2,0,183,198,0,31986,612,108,306,156,75,156,2,75,75,72,612,1,31986,12,75
logistics-35-1,134,202,13,2,0,2,0,183,198,0,31986,612,108,306,156,75,156,2,75,75,72,612,1,31986,12,75
logistics-36-0,134,204,13,2,0,2,0,183,198,0,31986,612,108,306,156,75,156,2,75,75,72,612,1,31986,12,75
logistics-36-1,134,218,13,2,0,2,0,183,198,0,31986,612,108,306,156,75,156,2,75,75,72,612,1,31986,12,75
logistics-37-0,294,235,14,2,0,2,0,212,312,0,58474,884,130,442,182,82,182,2,82,82,78,884,1,58474,13,82
logistics-37-1,144,236,14,2,0,2,0,212,312,0,58474,884,130,442,182,82,182,2,82,82,78,884,1,58474,13,82
logistics-38-0,144,222,14,2,0,2,0,212,312,0,58474,884,130,442,182,82,182,2,82,82,78,884,1,58474,13,82
logistics-38-1,144,221,14,2,0,2,0,212,312,0,58474,884,130,442,182,82,182,2,82,82,78,884,1,58474,13,82
logistics-39-0,154,241,14,2,0,2,0,212,312,0,58474,884,130,442,182,82,182,2,82,82,78,884,1,58474,13,82
logistics-39-1,144,229,14,2,0,2,0,212,312,0,58474,884,130,442,182,82,182,2,82,82,78,884,1,58474,13,82
logistics-4-0,50,20,3,2,0,2,0,27,1,0,25,30,14,15,6,13,6,2,13,13,12,30,1,25,2,13
logistics-40-0,154,239,15,2,0,2,0,228,364,0,78400,1008,140,504,210,88,210,2,88,88,84,1008,1,78400,14,88
logistics-40-1,154,233,15,2,0,2,0,228,364,0,78400,1008,140,504,210,88,210,2,88,88,84,1008,1,78400,14,88
logistics-4-1,60,19,3,2,0,2,0,27,1,0,25,30,14,15,6,13,6,2,13,13,12,30,1,25,2,13
logistics-41-0,184,251,15,2,0,2,0,228,364,0,78400,1008,140,504,210,88,210,2,88,88,84,1008,1,78400,14,88
logistics-41-1,164,257,15,2,0,2,0,228,364,0,78400,1008,140,504,210,88,210,2,88,88,84,1008,1,78400,14,88
logistics-4-2,60,15,3,2,0,2,0,27,1,0,25,30,14,15,6,13,6,2,13,13,12,30,1,25,2,13
logistics-42-0,164,252,96,30,0,42,0,516,588,0,82254,1506,354,1182,876,15,876,45,15,162,144,1464,1,82926,14,15
logistics-42-1,154,246,96,30,0,42,0,516,588,0,82254,1506,354,1182,876,15,876,45,15,162,144,1464,1,82926,14,15
logistics-5-0,50,27,3,2,0,2,0,27,1,0,25,30,14,15,6,13,6,2,13,13,12,30,1,25,2,13
logistics-50-0,204,306,134,30,0,42,0,644,952,0,217775,2339,447,1741,1574,18,1574,45,18,197,175,2288,1,218591,17,18
logistics-50-1,204,313,134,30,0,42,0,644,952,0,217775,2339,447,1741,1574,18,1574,45,18,197,175,2288,1,218591,17,18
logistics-5-1,70,17,3,2,0,2,0,27,1,0,25,30,14,15,6,13,6,2,13,13,12,30,1,25,2,13
logistics-5-2,10,8,3,2,0,2,0,27,1,0,25,30,14,15,6,13,6,2,13,13,12,30,1,25,2,13
logistics-52-0,214,315,141,30,0,42,0,681,1053,0,272390,2566,473,1889,1756,19,1756,45,19,208,185,2512,1,273254,18,19
logistics-52-1,214,321,141,30,0,42,0,681,1053,0,272390,2566,473,1889,1756,19,1756,45,19,208,185,2512,1,273254,18,19
logistics-6-0,50,25,3,2,0,2,0,27,1,0,25,30,14,15,6,13,6,2,13,13,12,30,1,25,2,13
logistics-6-1,60,14,3,2,0,2,0,27,1,0,25,30,14,15,6,13,6,2,13,13,12,30,1,25,2,13
logistics-6-2,60,26,3,2,0,2,0,27,1,0,25,30,14,15,6,13,6,2,13,13,12,30,1,25,2,13
logistics-6-3,90,24,3,2,0,2,0,27,1,0,25,30,14,15,6,13,6,2,13,13,12,30,1,25,2,13
logistics-64-0,284,415,194,30,0,42,0,854,1738,0,719450,4082,600,2848,3092,23,3092,45,23,254,226,4016,1,720506,22,23
logistics-64-1,284,403,194,30,0,42,0,854,1738,0,719450,4082,600,2848,3092,23,3092,45,23,254,226,4016,1,720506,22,23
logistics-66-0,274,406,194,30,0,42,0,854,1738,0,719450,4082,600,2848,3092,23,3092,45,23,254,226,4016,1,720506,22,23
logistics-66-1,284,406,194,30,0,42,0,854,1738,0,719450,4082,600,2848,3092,23,3092,45,23,254,226,4016,1,720506,22,23
logistics-68-0,314,409,202,30,0,42,0,892,1886,0,857653,4405,627,3047,3370,24,3370,45,24,265,236,4336,1,858757,23,24
logistics-6-9,230,24,30,9,0,12,0,69,33,0,270,102,45,93,45,3,42,12,3,24,21,96,1,366,11,3
logistics-7-0,1050,38,4,2,0,2,0,40,3,0,72,48,21,24,12,19,12,2,19,19,18,48,1,72,3,19
logistics-7-1,1060,44,4,2,0,2,0,40,3,0,72,48,21,24,12,19,12,2,19,19,18,48,1,72,3,19
logistics-74-0,344,465,246,30,0,42,0,996,2500,0,1391407,5739,707,3861,4614,26,4614,45,26,289,257,5664,1,1392607,25,26
logistics-74-1,354,466,246,30,0,42,0,996,2500,0,1391407,5739,707,3861,4614,26,4614,45,26,289,257,5664,1,1392607,25,26
logistics-8-0,390,31,4,2,0,2,0,40,3,0,72,48,21,24,12,19,12,2,19,19,18,48,1,72,3,19
logistics-8-1,740,46,4,2,0,2,0,40,3,0,72,48,21,24,12,19,12,2,19,19,18,48,1,72,3,19
logistics-9-0,370,36,4,2,0,2,0,40,3,0,72,48,21,24,12,19,12,2,19,19,18,48,1,72,3,19
logistics-9-1,310,31,4,2,0,2,0,40,3,0,72,48,21,24,12,19,12,2,19,19,18,48,1,72,3,19
schedule-11-2,80,18,404,2,0,2,0,1280,9236,0,44343,3588,998,4736,2714,438,1141,2,438,465,464,2015,1,498194,534,439
schedule-14-1,180,23,500,2,0,2,0,1490,12048,0,62717,4440,1198,6507,3452,495,1433,2,495,526,525,2421,1,745027,673,496
schedule-16-0,200,28,564,2,0,2,0,1630,14038,0,76636,4953,1329,7919,3889,533,1623,2,533,566,565,2687,1,911777,764,534
schedule-2-1,2300,2,108,2,0,2,0,650,1506,0,5407,1093,397,802,561,267,263,2,267,286,285,795,1,48494,112,272
schedule-7-2,280750,8,276,2,0,2,0,1000,5624,0,23853,2484,732,2671,1762,362,753,2,362,383,382,1475,1,249301,350,363
BLOCKS-10-0,950,34,12,2,0,2,0,28,40,0,130,49,21,26,35,9,23,2,8,8,7,39,1,271,14,9
BLOCKS-10-1,2039,40,12,2,0,2,0,28,80,0,165,56,25,26,44,9,26,2,7,7,6,42,1,398,19,9
BLOCKS-10-2,1440,34,12,2,0,2,0,28,40,0,130,49,21,26,35,9,23,2,8,8,7,39,1,271,14,9
BLOCKS-11-0,7950,50,17,2,0,2,0,33,191,0,381,87,34,36,77,9,41,2,6,6,5,57,1,1215,29,9
BLOCKS-11-1,360,32,22,2,0,2,0,36,487,0,756,124,47,46,118,8,58,2,4,4,3,72,1,2934,44,8
BLOCKS-11-2,89960,34,12,2,0,2,0,30,80,0,166,58,26,27,44,10,26,2,8,8,7,44,1,399,19,10
BLOCKS-12-0,626,36,17,2,0,2,0,35,140,0,328,82,32,37,68,10,38,2,8,8,7,56,1,981,25,10
BLOCKS-12-1,1618,42,12,2,0,2,0,32,69,0,167,60,26,28,44,11,26,2,9,9,8,46,1,400,18,11
BLOCKS-4-0,590,10,22,22,0,46,0,22,156,0,471,82,25,39,82,1,46,82,1,1,0,46,25,1593,25,1
BLOCKS-4-1,50,10,7,2,0,2,0,13,18,0,50,23,11,12,19,4,13,2,3,3,2,19,1,83,9,4
BLOCKS-4-2,270,6,17,2,0,2,0,19,87,0,271,59,20,29,59,2,35,59,1,1,0,37,20,767,20,2
BLOCKS-5-0,830,12,12,2,0,2,0,18,40,0,125,39,16,21,35,4,23,2,3,3,2,29,1,266,14,4
BLOCKS-5-1,620,18,17,2,0,2,0,21,98,0,272,61,22,30,59,3,35,2,2,2,1,39,1,768,21,3
BLOCKS-5-2,290,28,7,2,0,2,0,15,18,0,51,25,12,13,19,5,13,2,4,4,3,21,1,84,9,5
BLOCKS-6-0,530,36,12,2,0,2,0,20,80,0,161,48,21,22,44,5,26,2,3,3,2,34,1,394,19,5
BLOCKS-6-1,510,18,27,2,0,2,0,29,429,0,966,131,40,52,131,2,65,131,1,1,0,67,40,4029,40,2
BLOCKS-6-2,640,32,7,2,0,2,0,17,18,0,52,27,13,14,19,6,13,2,5,5,4,23,1,85,9,6
BLOCKS-7-0,1070,22,7,2,0,2,0,19,18,0,53,29,14,15,19,7,13,2,6,6,5,25,1,86,9,7
BLOCKS-7-1,63870,56,12,2,0,2,0,22,69,0,162,50,21,23,44,6,26,2,4,4,3,36,1,395,18,6
BLOCKS-7-2,182580,52,12,2,0,2,0,22,69,0,162,50,21,23,44,6,26,2,4,4,3,36,1,395,18,6
BLOCKS-8-0,267,18,22,2,0,2,0,30,304,0,604,104,37,43,100,5,52,2,3,3,2,60,1,2206,35,5
BLOCKS-8-1,77140,44,22,2,0,2,0,30,283,0,604,104,36,43,100,5,52,2,3,3,2,60,1,2206,34,5
BLOCKS-8-2,14150,50,27,2,0,2,0,33,454,0,968,135,43,54,131,4,65,2,3,3,2,71,1,4031,41,4
BLOCKS-9-0,290,30,12,2,0,2,0,26,40,0,129,47,20,25,35,8,23,2,7,7,6,37,1,270,14,8
BLOCKS-9-1,458,36,7,2,0,2,0,23,18,0,55,33,16,17,19,9,13,2,8,8,7,29,1,88,9,9
BLOCKS-9-2,380,44,12,2,0,2,0,26,40,0,129,47,20,25,35,8,23,2,7,7,6,37,1,270,14,8
BLOCKS-13-0,22316,72,17,2,0,2,0,37,140,0,329,84,33,38,68,11,38,2,9,9,8,58,1,982,25,11
BLOCKS-13-1,886960,44,12,2,0,2,0,34,69,0,168,62,27,29,44,12,26,2,10,10,9,48,1,401,18,12
BLOCKS-14-0,2399,40,17,2,0,2,0,39,155,0,330,86,35,39,68,12,38,2,10,10,9,60,1,983,26,12
BLOCKS-14-1,5352,48,27,2,0,2,0,45,774,0,1256,168,59,60,158,10,74,2,6,6,5,92,1,5522,54,10
BLOCKS-15-0,23599,78,27,2,0,2,0,47,890,0,1361,177,63,61,167,11,77,2,6,6,5,97,1,6076,58,11
BLOCKS-15-1,26601,80,12,2,0,2,0,38,69,0,170,66,29,31,44,14,26,2,12,12,11,52,1,403,18,14
BLOCKS-16-1,25198,94,17,2,0,2,0,43,191,0,386,97,39,41,77,14,41,2,11,11,10,67,1,1220,29,14
BLOCKS-16-2,25139,86,12,2,0,2,0,40,69,0,171,68,30,32,44,15,26,2,13,13,12,54,1,404,18,15
BLOCKS-17-0,8376,52,27,2,0,2,0,51,810,0,1259,174,63,63,158,13,74,2,9,9,8,98,1,5525,55,13
BLOCKS-17-1,26055,92,17,2,0,2,0,45,209,0,387,99,41,42,77,15,41,2,12,12,11,69,1,1221,30,15
BLOCKS-18-0,64290,98,17,2,0,2,0,47,228,0,388,101,43,43,77,16,41,2,13,13,12,71,1,1222,31,16
BLOCKS-18-1,18243,98,17,2,0,2,0,47,155,0,334,94,39,43,68,16,38,2,14,14,13,68,1,987,26,16
BLOCKS-19-0,85422,120,17,2,0,2,0,49,98,0,286,89,36,44,59,17,35,2,16,16,15,67,1,782,21,17
BLOCKS-19-1,114450,116,17,2,0,2,0,49,209,0,389,103,43,44,77,17,41,2,14,14,13,73,1,1223,30,17
BLOCKS-20-0,1722,70,17,2,0,2,0,51,155,0,336,98,41,45,68,18,38,2,16,16,15,72,1,989,26,18
BLOCKS-20-1,50,72,12,2,0,2,0,48,69,0,175,76,34,36,44,19,26,2,17,17,16,62,1,408,18,19
BLOCKS-21-0,176688,122,12,2,0,2,0,50,40,0,141,71,32,37,35,20,23,2,19,19,18,61,1,282,14,20
BLOCKS-21-1,126610,122,17,2,0,2,0,53,98,0,288,93,38,46,59,19,35,2,18,18,17,71,1,784,21,19
BLOCKS-22-0,91489,124,22,2,0,2,0,58,377,0,690,139,54,57,109,19,55,2,16,16,15,91,1,2568,39,19
BLOCKS-22-1,15551,74,27,2,0,2,0,61,700,0,1165,177,65,68,149,18,71,2,15,15,14,105,1,5006,51,18
BLOCKS-23-0,1134346,122,27,2,0,2,0,63,700,0,1166,179,66,69,149,19,71,2,16,16,15,107,1,5007,51,19
BLOCKS-23-1,63570,132,27,2,0,2,0,63,700,0,1166,179,66,69,149,19,71,2,16,16,15,107,1,5007,51,19
BLOCKS-24-0,932426,138,27,2,0,2,0,65,810,0,1266,188,70,70,158,20,74,2,16,16,15,112,1,5532,55,20
BLOCKS-24-1,192195,136,12,2,0,2,0,56,80,0,179,84,39,40,44,23,26,2,21,21,20,70,1,412,19,23
BLOCKS-25-0,479560,140,22,2,0,2,0,64,402,0,693,145,58,60,109,22,55,2,19,19,18,97,1,2571,40,22
BLOCKS-25-1,730,92,17,2,0,2,0,61,209,0,395,115,49,50,77,23,41,2,20,20,19,85,1,1229,30,23
BLOCKS-26-0,1483312,144,27,2,0,2,0,69,810,0,1268,192,72,72,158,22,74,2,18,18,17,116,1,5534,55,22
BLOCKS-26-1,260,88,32,2,0,2,0,72,1271,0,2012,238,83,84,206,21,92,2,17,17,16,132,1,9783,67,21
BLOCKS-27-0,70,84,32,2,0,2,0,74,1364,0,2013,240,86,85,206,22,92,2,18,18,17,134,1,9784,69,22
BLOCKS-27-1,620,104,12,2,0,2,0,62,80,0,182,90,42,43,44,26,26,2,24,24,23,76,1,415,19,26
BLOCKS-28-0,151369,104,22,2,0,2,0,70,487,0,773,158,64,63,118,25,58,2,21,21,20,106,1,2951,44,25
BLOCKS-28-1,48070,104,17,2,0,2,0,67,209,0,398,121,52,53,77,26,41,2,23,23,22,91,1,1232,30,26
BLOCKS-29-0,80,88,37,2,0,2,0,81,2323,0,3244,305,105,100,271,23,115,2,18,18,17,159,1,17302,88,23
BLOCKS-29-1,57220,110,12,2,0,2,0,66,40,0,149,87,40,45,35,28,23,2,27,27,26,77,1,290,14,28
BLOCKS-30-0,120,94,37,2,0,2,0,83,2323,0,3245,307,106,101,271,24,115,2,19,19,18,161,1,17303,88,24
BLOCKS-30-1,1191456,172,17,2,0,2,0,71,155,0,346,118,51,55,68,28,38,2,26,26,25,92,1,999,26,28
BLOCKS-31-0,1345168,202,17,2,0,2,0,73,228,0,401,127,56,56,77,29,41,2,26,26,25,97,1,1235,31,29
BLOCKS-31-1,740,114,27,2,0,2,0,79,929,0,1377,209,80,77,167,27,77,2,22,22,21,129,1,6092,59,27
BLOCKS-32-0,240,104,42,2,0,2,0,90,3465,0,4765,373,124,117,335,25,137,2,20,20,19,185,1,27213,105,25
BLOCKS-32-1,960,120,12,2,0,2,0,72,80,0,187,100,47,48,44,31,26,2,29,29,28,86,1,420,19,31
BLOCKS-33-0,150,116,22,2,0,2,0,80,487,0,778,168,69,68,118,30,58,2,26,26,25,116,1,2956,44,30
BLOCKS-33-1,130,104,32,2,0,2,0,86,1271,0,2019,252,90,91,206,28,92,2,24,24,23,146,1,9790,67,28
BLOCKS-34-0,550,128,12,2,0,2,0,76,40,0,154,97,45,50,35,33,23,2,32,32,31,87,1,295,14,33
BLOCKS-34-1,170,122,17,2,0,2,0,79,209,0,404,133,58,59,77,32,41,2,29,29,28,103,1,1238,30,32
BLOCKS-35-0,650,128,27,2,0,2,0,87,969,0,1381,217,85,81,167,31,77,2,26,26,25,137,1,6096,60,31
BLOCKS-35-1,1580402,210,17,2,0,2,0,81,209,0,405,135,59,60,77,33,41,2,30,30,29,105,1,1239,30,33
BLOCKS-36-0,170,124,17,2,0,2,0,83,228,0,406,137,61,61,77,34,41,2,31,31,30,107,1,1240,31,34
BLOCKS-36-1,23209,142,12,2,0,2,0,80,80,0,191,108,51,52,44,35,26,2,33,33,32,94,1,424,19,35
BLOCKS-37-0,193910,142,12,2,0,2,0,82,69,0,192,110,51,53,44,36,26,2,34,34,33,96,1,425,18,36
BLOCKS-37-1,193560,136,27,2,0,2,0,91,667,0,1180,207,79,83,149,33,71,2,30,30,29,135,1,5021,50,33
BLOCKS-38-0,420,134,32,2,0,2,0,96,1133,0,1899,255,92,96,197,33,89,2,30,30,29,153,1,9090,63,33
BLOCKS-38-1,230,130,27,2,0,2,0,93,810,0,1280,216,84,84,158,34,74,2,30,30,29,140,1,5546,55,34
BLOCKS-39-0,34349,144,22,2,0,2,0,92,516,0,784,180,76,74,118,36,58,2,32,32,31,128,1,2962,45,36
BLOCKS-39-1,253880,146,22,2,0,2,0,92,516,0,784,180,76,74,118,36,58,2,32,32,31,128,1,2962,45,36
BLOCKS-40-0,580,138,32,2,0,2,0,100,1004,0,1781,252,91,98,188,35,86,2,33,33,32,154,1,8416,59,35
BLOCKS-40-1,260,146,12,2,0,2,0,88,40,0,160,109,51,56,35,39,23,2,38,38,37,99,1,301,14,39
BLOCKS-41-0,460,152,22,2,0,2,0,96,402,0,709,177,74,76,109,38,55,2,35,35,34,129,1,2587,40,38
BLOCKS-41-1,460,140,32,2,0,2,0,102,1364,0,2027,268,100,99,206,36,92,2,32,32,31,162,1,9798,69,36
BLOCKS-42-0,368370,154,32,2,0,2,0,104,1733,0,2293,284,108,100,224,37,98,2,31,31,30,170,1,11296,78,37
BLOCKS-42-1,310,158,7,2,0,2,0,89,18,0,88,99,49,50,19,42,13,2,41,41,40,95,1,121,9,42
BLOCKS-43-0,340,152,27,2,0,2,0,103,847,0,1285,226,90,89,158,39,74,2,35,35,34,150,1,5551,56,39
BLOCKS-43-1,1990,160,12,2,0,2,0,94,80,0,198,122,58,59,44,42,26,2,40,40,39,108,1,431,19,42
BLOCKS-44-0,467200,162,32,2,0,2,0,108,1176,0,1905,267,99,102,197,39,89,2,36,36,35,165,1,9096,64,39
BLOCKS-44-1,466410,166,22,2,0,2,0,102,377,0,712,183,76,79,109,41,55,2,38,38,37,135,1,2590,39,41
BLOCKS-45-0,523090,174,12,2,0,2,0,98,80,0,200,126,60,61,44,44,26,2,42,42,41,112,1,433,19,44
BLOCKS-45-1,2880,162,32,2,0,2,0,110,1317,0,2031,276,103,103,206,40,92,2,36,36,35,170,1,9802,68,40
BLOCKS-46-0,3120,140,57,2,0,2,0,127,10965,0,13582,649,206,179,593,36,221,2,29,29,28,291,1,89632,178,36
BLOCKS-46-1,584470,178,12,2,0,2,0,100,80,0,201,128,61,62,44,45,26,2,43,43,42,114,1,434,19,45
BLOCKS-47-0,653290,178,22,2,0,2,0,108,377,0,715,189,79,82,109,44,55,2,41,41,40,141,1,2593,39,44
BLOCKS-47-1,653850,170,42,2,0,2,0,120,3868,0,4979,410,144,132,344,40,140,2,34,34,33,218,1,28455,111,40
BLOCKS-48-0,540,170,22,2,0,2,0,110,516,0,793,198,85,83,118,45,58,2,41,41,40,146,1,2971,45,45
BLOCKS-48-1,510,172,22,2,0,2,0,110,402,0,716,191,81,83,109,45,55,2,42,42,41,143,1,2594,40,45
BLOCKS-49-0,806080,186,22,2,0,2,0,112,516,0,794,200,86,84,118,46,58,2,42,42,41,148,1,2972,45,46
BLOCKS-49-1,805680,178,42,2,0,2,0,124,3465,0,4782,407,141,134,335,42,137,2,37,37,36,219,1,27230,105,42
BLOCKS-50-0,1270,174,32,2,0,2,0,120,1568,0,2166,293,113,108,215,45,95,2,40,40,39,183,1,10541,74,45
BLOCKS-50-1,893170,188,27,2,0,2,0,117,700,0,1193,233,93,96,149,46,71,2,43,43,42,161,1,5034,51,46
